sessionID,dept,level,sem,enroll,iid
session2686,d,100,SP2003,75,inst129
session2687,d,100,SP2003,23,inst413
session2688,d,100,SP2003,32,inst416
session2689,d,100,SP2003,21,inst410
session2690,d,100,SP2003,34,inst409
session2691,d,100,SP2003,27,inst410
session2692,d,100,SP2003,30,inst243
session2693,d,100,SP2003,38,inst418
session2694,d,100,SP2003,30,inst413
session2695,d,200,SP2003,34,inst408
session2696,d,200,SP2003,34,inst411
session2697,d,200,SP2003,28,inst413
session2698,d,300,SP2003,12,inst409
session2699,d,300,SP2003,18,inst408
session2700,d,300,SP2003,15,inst418
session2701,K,100,SP2003,13,inst237
session2703,K,200,SP2003,11,inst240
session2704,K,200,SP2003,17,inst236
session2705,j,200,SP2003,12,inst241
session2706,m,200,SP2003,11,inst436
session2707,i,100,SP2003,27,inst209
session2708,i,200,SP2003,26,inst439
session2709,i,200,SP2003,26,inst437
session2710,d,200,SP2003,11,inst423
session2711,i,300,SP2003,14,inst438
session2712,i,300,SP2003,22,inst437
session2713,k,100,SP2003,28,inst440
session2714,k,100,SP2003,22,inst460
session2716,k,100,SP2003,23,inst463
session2717,k,100,SP2003,25,inst462
session2718,k,200,SP2003,17,inst459
session2720,k,200,SP2003,13,inst468
session2721,k,300,SP2003,16,inst463
session2722,k,400,SP2003,24,inst462
session2723,p,100,SP2003,22,inst512
session2725,p,100,SP2003,23,inst517
session2726,p,200,SP2003,18,inst518
session2727,p,300,SP2003,13,inst511
session2728,p,300,SP2003,14,inst511
session2729,p,300,SP2003,13,inst353
session2730,t,100,SP2003,11,inst134
session2731,t,300,SP2003,14,inst536
session2732,q,100,SP2003,17,inst214
session2733,q,100,SP2003,17,inst358
session2734,q,100,SP2003,21,inst364
session2735,q,100,SP2003,18,inst525
session2737,q,200,SP2003,11,inst364
session2738,q,200,SP2003,16,inst357
session2739,q,200,SP2003,12,inst524
session2740,q,200,SP2003,12,inst362
session2742,q,200,SP2003,23,inst531
session2743,q,200,SP2003,21,inst524
session2744,q,200,SP2003,20,inst526
session2745,q,300,SP2003,12,inst357
session2746,q,300,SP2003,16,inst528
session2747,q,300,SP2003,15,inst526
session2748,q,300,SP2003,14,inst528
session2749,q,300,SP2003,18,inst214
session2750,q,300,SP2003,13,inst360
session2751,q,300,SP2003,16,inst360
session2753,o,100,SP2003,10,inst390
session2754,o,300,SP2003,15,inst390
session2755,m,100,SP2003,35,inst481
session2756,m,100,SP2003,62,inst436
session2757,m,100,SP2003,64,inst488
session2758,m,100,SP2003,26,inst483
session2759,m,200,SP2003,33,inst406
session2760,m,300,SP2003,20,inst484
session2763,j,100,SP2003,58,inst447
session2764,j,100,SP2003,54,inst447
session2765,j,100,SP2003,55,inst447
session2766,j,100,SP2003,19,inst455
session2767,j,100,SP2003,42,inst452
session2768,j,200,SP2003,13,inst452
session2769,O,100,SP2003,15,inst291
session2770,O,100,SP2003,17,inst293
session2771,O,100,SP2003,15,inst296
session2773,O,200,SP2003,16,inst289
session2774,O,200,SP2003,23,inst305
session2775,O,200,SP2003,21,inst305
session2776,O,300,SP2003,22,inst300
session2777,O,300,SP2003,19,inst305
session2778,O,300,SP2003,14,inst308
session2779,O,300,SP2003,21,inst298
session2780,O,300,SP2003,21,inst298
session2782,Q,100,SP2003,19,inst324
session2783,Q,200,SP2003,11,inst327
session2784,Q,200,SP2003,17,inst326
session2785,Q,200,SP2003,18,inst326
session2786,Q,300,SP2003,16,inst326
session2787,X,100,SP2003,25,inst315
session2788,X,300,SP2003,12,inst315
session2789,X,300,SP2003,16,inst389
session2790,L,100,SP2003,22,inst245
session2792,L,100,SP2003,10,inst253
session2793,L,300,SP2003,16,inst246
session2794,L,300,SP2003,20,inst255
session2795,e,100,SP2003,18,inst425
session2796,e,100,SP2003,18,inst426
session2797,e,100,SP2003,10,inst427
session2798,e,200,SP2003,25,inst424
session2799,e,200,SP2003,10,inst424
session2800,n,100,SP2003,20,inst132
session2801,n,200,SP2003,17,inst503
session2802,n,200,SP2003,10,inst500
session2803,n,300,SP2003,20,inst500
session2804,n,300,SP2003,17,inst132
session2805,n,300,SP2003,17,inst501
session2807,O,100,SP2003,14,inst130
session2809,L,100,FA2002,16,inst251
session2810,L,300,FA2002,12,inst244
session2811,N,200,SP2003,21,inst275
session2812,R,300,FA2002,24,inst331
session2813,d,300,SP2003,15,inst409
session2814,e,300,SP2003,15,inst429
session2815,O,300,SP2003,12,inst291
session2816,W,100,FA2002,23,inst148
session2817,I,300,FA2002,12,inst218
session2818,k,300,FA2002,23,inst465
session2819,C,100,FA2002,25,inst141
session2820,W,200,FA2002,20,inst337
session2821,W,300,FA2002,11,inst337
session2822,S,100,FA2002,33,inst338
session2823,i,200,FA2002,16,inst439
session2824,D,300,SP2003,12,inst153
session2824,H,300,SP2003,11,inst153
session2825,i,100,FA2002,21,inst209
session2826,D,300,FA2002,15,inst153
session2826,H,300,FA2002,15,inst153
session2827,S,300,SP2003,13,inst342
session2828,O,300,FA2002,18,inst130
session2829,M,300,FA2002,11,inst261
session2830,j,100,S12002,64,inst447
session2831,j,100,S22002,55,inst447
session2832,n,100,FA2002,38,inst501
session2833,p,300,SP2003,25,inst512
session2834,p,100,FA2002,18,inst513
session2835,E,100,SP2003,26,inst170
session2836,n,200,SP2003,14,inst132
session2837,M,100,FA2002,19,inst263
session2838,W,300,FA2002,41,inst211
session2839,O,100,FA2002,16,inst298
session2840,R,200,SP2003,32,inst334
session2841,O,100,SP2003,16,inst306
session2842,O,400,SP2003,12,inst300
session2843,N,300,SP2003,20,inst133
session2844,m,300,SP2003,14,inst483
session2845,k,300,SP2003,13,inst478
session2846,X,300,SP2003,15,inst389
session2847,F,400,SP2003,10,inst194
session2848,k,300,SP2003,25,inst320
session2849,k,300,SP2003,21,inst465
session2850,O,100,SP2003,19,inst308
session2851,O,300,SP2003,14,inst308
session2852,L,300,SP2003,10,inst248
session2853,D,600,SP2003,27,inst150
session2854,J,200,SP2003,10,inst219
session2855,O,100,SP2003,16,inst297
session2857,q,300,SP2003,10,inst359
session2858,M,300,SP2003,22,inst260
session2859,D,100,FA2003,15,inst149
session2860,D,100,FA2003,14,inst149
session2861,D,100,FA2003,58,inst150
session2862,D,100,FA2003,20,inst152
session2862,H,100,FA2003,11,inst152
session2863,D,200,FA2003,13,inst158
session2864,D,200,FA2003,13,inst160
session2866,D,200,FA2003,10,inst162
session2867,D,200,FA2003,28,inst163
session2868,D,200,FA2003,54,inst150
session2869,D,300,FA2003,15,inst151
session2870,C,100,FA2003,31,inst142
session2871,C,100,FA2003,29,inst141
session2872,C,200,FA2003,40,inst143
session2873,C,200,FA2003,15,inst143
session2874,C,200,FA2003,15,inst141
session2875,C,200,FA2003,19,inst142
session2876,C,200,FA2003,14,inst141
session2878,C,400,FA2003,15,inst146
session2879,F,100,FA2003,13,inst179
session2880,F,100,FA2003,45,inst182
session2881,F,100,FA2003,37,inst184
session2882,F,200,FA2003,34,inst186
session2883,F,200,FA2003,35,inst180
session2885,F,300,FA2003,19,inst185
session2886,F,300,FA2003,14,inst188
session2887,F,400,FA2003,34,inst188
session2888,G,100,FA2003,49,inst197
session2889,G,100,FA2003,31,inst188
session2890,G,200,FA2003,54,inst201
session2891,G,300,FA2003,27,inst201
session2892,G,300,FA2003,26,inst198
session2893,H,100,FA2003,21,inst204
session2894,H,200,FA2003,11,inst204
session2895,H,100,FA2003,22,inst206
session2897,H,200,FA2003,21,inst205
session2897,W,300,FA2003,13,inst205
session2899,J,100,FA2003,15,inst221
session2901,J,100,FA2003,22,inst224
session2902,J,100,FA2003,22,inst225
session2904,J,100,FA2003,13,inst228
session2905,X,200,FA2003,25,inst388
session2907,M,100,FA2003,22,inst257
session2909,M,100,FA2003,24,inst261
session2910,M,200,FA2003,24,inst264
session2911,M,300,FA2003,10,inst268
session2912,M,300,FA2003,24,inst266
session2913,M,300,FA2003,24,inst268
session2914,M,400,FA2003,29,inst258
session2915,N,200,FA2003,15,inst275
session2916,N,300,FA2003,18,inst274
session2917,N,300,FA2003,10,inst133
session2918,O,100,FA2003,14,inst297
session2919,O,100,FA2003,17,inst298
session2920,O,100,FA2003,19,inst163
session2921,O,100,FA2003,27,inst298
session2922,O,200,FA2003,20,inst310
session2923,O,200,FA2003,20,inst310
session2924,O,300,FA2003,16,inst301
session2925,O,300,FA2003,20,inst163
session2926,O,300,FA2003,15,inst315
session2927,O,300,FA2003,19,inst291
session2928,O,300,FA2003,22,inst316
session2929,O,300,FA2003,14,inst288
session2930,P,100,FA2003,46,inst177
session2932,R,100,FA2003,56,inst332
session2933,R,200,FA2003,18,inst333
session2934,R,200,FA2003,28,inst330
session2935,R,200,FA2003,35,inst334
session2936,R,300,FA2003,17,inst333
session2937,S,100,FA2003,55,inst339
session2938,S,100,FA2003,27,inst340
session2939,S,200,FA2003,11,inst340
session2941,b,100,FA2003,31,inst401
session2942,b,100,FA2003,14,inst401
session2945,i,100,FA2003,21,inst438
session2947,i,100,FA2003,21,inst437
session2948,i,200,FA2003,12,inst438
session2949,i,200,FA2003,17,inst438
session2950,i,400,FA2003,12,inst400
session2951,X,100,FA2003,27,inst386
session2952,X,200,FA2003,23,inst389
session2954,Y,200,FA2003,17,inst394
session2955,Y,300,FA2003,14,inst394
session2956,d,100,FA2003,120,inst129
session2960,d,100,FA2003,27,inst411
session2961,d,100,FA2003,20,inst242
session2962,d,100,FA2003,16,inst240
session2963,d,100,FA2003,22,inst413
session2965,d,100,FA2003,31,inst418
session2966,d,100,FA2003,28,inst415
session2967,d,200,FA2003,12,inst240
session2968,d,200,FA2003,27,inst408
session2969,d,200,FA2003,29,inst408
session2970,d,300,FA2003,22,inst415
session2971,d,300,FA2003,17,inst243
session2972,d,400,FA2003,13,inst242
session2973,K,100,FA2003,24,inst237
session2974,K,100,FA2003,19,inst238
session2975,K,200,FA2003,18,inst240
session2976,K,200,FA2003,22,inst239
session2979,k,100,FA2003,22,inst459
session2980,k,100,FA2003,20,inst462
session2981,k,100,FA2003,18,inst464
session2982,k,100,FA2003,22,inst407
session2983,k,100,FA2003,28,inst440
session2984,k,200,FA2003,16,inst467
session2985,k,200,FA2003,26,inst463
session2986,k,200,FA2003,15,inst440
session2988,k,400,FA2003,21,inst463
session2990,m,200,FA2003,20,inst476
session2992,m,200,FA2003,21,inst406
session2993,m,200,FA2003,20,inst476
session2994,m,200,FA2003,28,inst492
session2995,m,300,FA2003,37,inst488
session2996,m,300,FA2003,20,inst488
session2997,n,200,FA2003,10,inst499
session2998,n,200,FA2003,17,inst126
session2999,n,200,FA2003,31,inst126
session3000,n,200,FA2003,30,inst170
session3001,n,100,FA2003,22,inst170
session3002,n,100,FA2003,21,inst500
session3004,o,300,FA2003,11,inst352
session3005,p,100,FA2003,23,inst511
session3007,p,200,FA2003,19,inst511
session3008,p,200,FA2003,18,inst517
session3009,p,200,FA2003,14,inst353
session3010,p,300,FA2003,24,inst512
session3011,t,200,FA2003,21,inst134
session3012,t,200,FA2003,13,inst311
session3013,C,300,FA2003,11,inst144
session3014,D,100,FA2003,14,inst154
session3015,T,100,FA2003,13,inst344
session3016,T,100,FA2003,14,inst346
session3017,T,200,FA2003,13,inst345
session3019,T,300,FA2003,17,inst349
session3020,W,300,FA2003,24,inst370
session3021,W,100,FA2003,18,inst371
session3024,q,100,FA2003,19,inst358
session3025,q,100,FA2003,18,inst360
session3026,q,200,FA2003,18,inst364
session3028,q,200,FA2003,12,inst366
session3029,q,200,FA2003,11,inst526
session3031,q,200,FA2003,18,inst359
session3032,q,200,FA2003,15,inst364
session3033,q,200,FA2003,21,inst358
session3034,q,200,FA2003,17,inst214
session3035,q,300,FA2003,18,inst135
session3036,q,300,FA2003,21,inst363
session3037,q,300,FA2003,18,inst526
session3038,q,300,FA2003,15,inst355
session3039,q,300,FA2003,16,inst363
session3040,q,400,FA2003,16,inst528
session3041,q,400,FA2003,17,inst358
session3042,l,100,FA2003,13,inst362
session3043,W,100,FA2003,20,inst373
session3045,W,300,FA2003,22,inst369
session3046,W,300,FA2003,24,inst375
session3046,X,300,FA2003,10,inst375
session3047,W,100,FA2003,27,inst372
session3048,j,100,FA2003,53,inst447
session3049,j,100,FA2003,48,inst447
session3050,j,100,FA2003,30,inst447
session3051,j,100,FA2003,48,inst448
session3052,j,200,FA2003,42,inst452
session3053,j,200,FA2003,10,inst453
session3054,j,300,FA2003,21,inst452
session3055,j,400,FA2003,11,inst453
session3057,g,100,FA2003,23,inst436
session3057,m,100,FA2003,31,inst436
session3058,Q,100,FA2003,14,inst322
session3060,Q,200,FA2003,16,inst323
session3062,Q,300,FA2003,20,inst323
session3063,Q,300,FA2003,22,inst325
session3064,s,100,FA2003,13,inst248
session3066,s,200,FA2003,18,inst533
session3067,s,400,FA2003,10,inst246
session3068,e,100,FA2003,16,inst426
session3070,e,100,FA2003,12,inst429
session3071,e,300,FA2003,16,inst424
session3073,I,300,FA2003,11,inst216
session3074,O,200,FA2003,16,inst292
session3075,O,300,FA2003,14,inst292
session3076,O,300,FA2003,16,inst316
session3077,X,200,FA2003,15,inst320
session3078,d,100,FA2003,22,inst237
session3079,i,300,FA2003,22,inst209
session3080,m,300,FA2003,37,inst488
session3081,m,300,FA2003,37,inst488
session3082,W,300,FA2003,27,inst354
session3083,R,200,FA2003,17,inst334
session3084,R,200,FA2003,19,inst331
session3085,m,200,FA2003,21,inst491
session3086,M,300,FA2003,15,inst259
session3087,S,100,FA2003,10,inst317
session3089,n,200,FA2003,20,inst500
session3090,n,100,FA2003,33,inst502
session3093,C,100,SP2004,56,inst143
session3094,C,200,SP2004,23,inst142
session3095,C,200,SP2004,12,inst142
session3096,C,300,SP2004,14,inst144
session3099,D,100,SP2004,60,inst150
session3100,D,200,SP2004,15,inst157
session3103,D,200,SP2004,20,inst152
session3104,E,100,SP2004,31,inst170
session3105,F,100,SP2004,31,inst178
session3107,F,100,SP2004,44,inst185
session3108,F,200,SP2004,45,inst176
session3109,F,300,SP2004,17,inst182
session3110,F,300,SP2004,12,inst180
session3111,F,300,SP2004,14,inst192
session3112,F,300,SP2004,12,inst184
session3113,F,400,SP2004,29,inst180
session3115,G,100,SP2004,44,inst197
session3116,G,200,SP2004,15,inst203
session3117,G,200,SP2004,39,inst202
session3118,G,300,SP2004,28,inst202
session3119,G,300,SP2004,24,inst198
session3123,H,200,SP2004,16,inst204
session3123,W,300,SP2004,12,inst204
session3124,H,100,SP2004,32,inst205
session3125,J,100,SP2004,14,inst222
session3126,J,200,SP2004,15,inst137
session3127,J,200,SP2004,12,inst231
session3129,J,300,SP2004,30,inst137
session3130,J,300,SP2004,14,inst232
session3131,J,400,SP2004,15,inst137
session3132,M,100,SP2004,18,inst257
session3134,p,200,FA2003,21,inst511
session3135,M,200,SP2004,12,inst264
session3137,M,300,SP2004,23,inst257
session3138,M,300,SP2004,20,inst258
session3139,M,300,SP2004,31,inst266
session3140,M,400,SP2004,25,inst266
session3141,M,400,SP2004,21,inst258
session3142,J,300,FA2003,16,inst220
session3143,N,200,SP2004,20,inst277
session3144,N,200,SP2004,17,inst133
session3145,N,300,SP2004,12,inst275
session3146,O,100,SP2004,15,inst291
session3147,O,100,SP2004,17,inst297
session3148,O,100,SP2004,15,inst289
session3150,O,100,SP2004,19,inst291
session3151,O,200,SP2004,16,inst288
session3152,O,200,SP2004,15,inst288
session3153,O,300,SP2004,11,inst301
session3154,O,300,SP2004,13,inst304
session3155,O,300,SP2004,17,inst163
session3156,O,300,SP2004,20,inst300
session3157,O,300,SP2004,10,inst316
session3158,O,300,SP2004,12,inst316
session3159,O,400,SP2004,13,inst291
session3161,Q,200,SP2004,21,inst326
session3163,R,200,SP2004,21,inst333
session3165,R,200,SP2004,36,inst334
session3166,R,200,SP2004,26,inst318
session3167,R,200,SP2004,28,inst330
session3168,R,300,SP2004,12,inst334
session3169,R,300,SP2004,11,inst334
session3170,R,400,SP2004,10,inst330
session3171,R,400,SP2004,13,inst332
session3172,S,100,SP2004,51,inst338
session3174,S,200,SP2004,10,inst338
session3175,S,200,SP2004,11,inst341
session3177,T,200,SP2004,13,inst345
session3179,W,300,SP2004,26,inst211
session3180,W,300,SP2004,18,inst373
session3182,W,300,SP2004,15,inst369
session3183,X,300,SP2004,16,inst389
session3185,X,200,SP2004,18,inst388
session3187,Y,200,SP2004,11,inst169
session3188,Y,300,SP2004,10,inst396
session3189,b,100,SP2004,21,inst403
session3191,b,200,SP2004,10,inst403
session3192,C,100,SP2004,16,inst141
session3193,C,300,SP2004,17,inst143
session3194,H,200,SP2004,12,inst205
session3195,H,200,SP2004,12,inst205
session3196,J,200,SP2004,13,inst219
session3197,d,100,SP2004,23,inst409
session3198,d,100,SP2004,12,inst412
session3200,d,100,SP2004,15,inst243
session3201,d,100,SP2004,27,inst413
session3202,d,100,SP2004,38,inst418
session3203,d,200,SP2004,35,inst408
session3204,d,200,SP2004,27,inst409
session3205,d,200,SP2004,21,inst415
session3206,d,300,SP2004,29,inst243
session3207,d,100,SP2004,14,inst237
session3208,d,300,SP2004,15,inst412
session3209,d,400,SP2004,11,inst408
session3210,d,400,SP2004,23,inst413
session3212,K,200,SP2004,16,inst238
session3213,K,200,SP2004,17,inst239
session3214,K,200,SP2004,24,inst238
session3215,K,300,SP2004,24,inst239
session3217,i,100,SP2004,25,inst423
session3218,i,200,SP2004,14,inst400
session3219,i,300,SP2004,15,inst437
session3222,j,100,SP2004,68,inst447
session3223,j,100,SP2004,64,inst447
session3224,j,100,SP2004,53,inst447
session3225,j,200,SP2004,25,inst453
session3226,j,200,SP2004,29,inst241
session3228,j,300,SP2004,13,inst241
session3229,j,400,SP2004,11,inst448
session3230,j,400,SP2004,15,inst453
session3231,k,100,SP2004,23,inst459
session3233,k,100,SP2004,24,inst462
session3234,k,100,SP2004,16,inst440
session3235,k,100,SP2004,24,inst440
session3236,k,200,SP2004,10,inst468
session3237,k,200,SP2004,23,inst459
session3238,k,300,SP2004,17,inst462
session3239,k,300,SP2004,17,inst440
session3240,m,100,SP2004,36,inst406
session3241,m,100,SP2004,63,inst436
session3242,m,200,SP2004,30,inst476
session3243,g,200,SP2004,13,inst436
session3243,m,200,SP2004,10,inst436
session3246,m,200,SP2004,12,inst490
session3247,m,200,SP2004,11,inst483
session3248,m,300,SP2004,17,inst490
session3249,m,300,SP2004,20,inst476
session3250,n,400,SP2004,14,inst499
session3251,W,300,SP2004,19,inst138
session3252,W,300,SP2004,11,inst370
session3253,n,300,SP2004,10,inst499
session3254,W,100,SP2004,16,inst138
session3255,o,200,SP2004,17,inst352
session3256,o,200,SP2004,11,inst390
session3257,O,200,SP2004,21,inst312
session3257,o,200,SP2004,16,inst312
session3258,p,100,SP2004,15,inst473
session3260,p,200,SP2004,10,inst353
session3261,p,300,SP2004,16,inst511
session3263,p,400,SP2004,18,inst517
session3264,q,100,SP2004,16,inst214
session3265,q,100,SP2004,11,inst359
session3266,q,100,SP2004,17,inst360
session3268,q,200,SP2004,13,inst359
session3269,q,200,SP2004,20,inst363
session3270,q,200,SP2004,18,inst527
session3271,q,300,SP2004,20,inst135
session3274,q,300,SP2004,18,inst358
session3276,q,400,SP2004,18,inst360
session3278,q,400,SP2004,19,inst135
session3279,s,200,SP2004,11,inst244
session3280,s,100,SP2004,12,inst253
session3281,s,200,SP2004,14,inst246
session3282,s,300,SP2004,12,inst249
session3284,t,100,SP2004,17,inst536
session3285,t,200,SP2004,20,inst134
session3286,e,100,SP2004,30,inst254
session3287,e,100,SP2004,20,inst425
session3288,e,100,SP2004,14,inst426
session3289,e,300,SP2004,12,inst424
session3290,e,300,SP2004,16,inst424
session3291,W,300,FA2003,15,inst138
session3292,W,300,FA2003,15,inst138
session3293,n,300,SP2004,22,inst170
session3296,n,200,SP2004,19,inst500
session3297,e,400,FA2003,12,inst424
session3298,W,300,FA2003,28,inst354
session3299,W,300,FA2003,27,inst138
session3300,p,300,FA2003,16,inst517
session3302,T,300,FA2003,10,inst344
session3303,k,200,FA2003,18,inst470
session3304,W,100,SP2004,25,inst377
session3305,k,200,SP2004,26,inst465
session3306,k,200,SP2004,25,inst470
session3307,k,200,SP2004,24,inst467
session3308,M,200,SP2004,12,inst267
session3309,M,200,SP2004,12,inst271
session3310,Q,300,FA2003,21,inst326
session3311,e,100,SP2004,20,inst429
session3312,M,300,SP2004,32,inst269
session3313,M,300,FA2003,27,inst269
session3314,M,300,FA2003,18,inst268
session3315,M,200,FA2003,18,inst270
session3316,m,200,FA2003,18,inst404
session3317,m,300,FA2003,15,inst484
session3318,M,200,FA2003,20,inst267
session3320,D,200,FA2003,10,inst165
session3321,D,600,FA2003,11,inst150
session3322,q,200,FA2003,11,inst155
session3323,M,300,FA2003,15,inst266
session3324,n,200,FA2003,13,inst498
session3325,n,100,SP2004,23,inst498
session3326,n,100,SP2004,25,inst498
session3327,J,100,SP2004,10,inst220
session3328,j,100,S12003,49,inst447
session3329,j,100,S22003,50,inst447
session3330,q,300,FA2003,14,inst528
session3331,F,100,FA2003,36,inst175
session3332,M,400,SP2004,29,inst261
session3333,m,300,SP2004,16,inst406
session3334,m,400,SP2004,13,inst492
session3336,i,300,SP2004,19,inst209
session3337,k,200,SP2004,10,inst467
session3339,O,200,SP2004,17,inst297
session3340,O,200,SP2004,17,inst297
session3342,O,300,SP2004,14,inst305
session3344,O,300,SP2004,10,inst298
session3346,U,100,SP2004,10,inst345
session3347,Q,200,SP2004,19,inst322
session3348,n,100,SP2004,16,inst132
session3349,n,100,SP2004,23,inst132
session3350,R,200,SP2004,33,inst331
session3352,I,300,SP2004,32,inst216
session3354,M,300,SP2004,11,inst155
session3355,D,600,SP2004,32,inst150
session3356,O,200,SP2004,14,inst288
session3358,W,300,SP2004,16,inst373
session3359,Q,400,SP2004,16,inst325
session3360,Q,400,SP2004,18,inst322
session3362,k,600,SP2004,11,inst467
session3363,s,200,SP2004,14,inst246
session3365,V,100,FA2004,21,inst214
session3366,V,200,FA2004,19,inst362
session3367,V,200,FA2004,16,inst363
session3368,V,200,FA2004,24,inst359
session3369,V,200,FA2004,16,inst362
session3371,V,300,FA2004,15,inst135
session3372,V,300,FA2004,14,inst365
session3373,V,300,FA2004,19,inst360
session3374,V,300,FA2004,21,inst367
session3375,V,400,FA2004,20,inst358
session3376,V,400,FA2004,11,inst364
session3377,V,400,FA2004,13,inst363
session3378,C,100,FA2004,41,inst143
session3380,C,400,FA2004,23,inst144
session3381,C,200,FA2004,15,inst145
session3382,C,200,FA2004,18,inst144
session3383,C,200,FA2004,43,inst143
session3384,D,100,FA2004,15,inst149
session3385,D,100,FA2004,14,inst149
session3386,D,100,FA2004,60,inst150
session3387,D,100,FA2004,21,inst153
session3387,H,100,FA2004,11,inst153
session3389,D,200,FA2004,15,inst157
session3391,D,200,FA2004,10,inst162
session3392,D,200,FA2004,34,inst150
session3393,D,200,FA2004,11,inst164
session3394,D,300,FA2004,14,inst161
session3395,F,100,FA2004,29,inst178
session3396,F,100,FA2004,12,inst179
session3397,F,100,FA2004,39,inst182
session3398,F,300,FA2004,15,inst182
session3399,F,300,FA2004,15,inst189
session3400,F,300,FA2004,24,inst191
session3400,G,300,FA2004,13,inst191
session3401,F,300,FA2004,16,inst192
session3402,F,300,FA2004,13,inst193
session3403,F,400,FA2004,30,inst182
session3404,G,100,FA2004,48,inst196
session3405,G,100,FA2004,36,inst199
session3406,G,200,FA2004,61,inst201
session3407,G,300,FA2004,38,inst201
session3409,G,300,FA2004,14,inst202
session3410,G,400,FA2004,17,inst199
session3411,H,100,FA2004,21,inst204
session3412,H,100,FA2004,14,inst206
session3413,H,100,FA2004,28,inst153
session3414,H,100,FA2004,26,inst208
session3414,n,100,FA2004,24,inst208
session3416,M,100,FA2004,20,inst257
session3417,M,100,FA2004,21,inst257
session3418,M,100,FA2004,23,inst258
session3419,M,100,FA2004,21,inst262
session3420,M,100,FA2004,18,inst263
session3421,M,200,FA2004,21,inst262
session3422,M,300,FA2004,24,inst259
session3423,M,300,FA2004,17,inst269
session3424,M,300,FA2004,21,inst266
session3425,M,300,FA2004,11,inst266
session3426,M,300,FA2004,16,inst268
session3427,M,300,FA2004,21,inst268
session3428,M,400,FA2004,10,inst269
session3429,M,400,FA2004,31,inst258
session3430,N,200,FA2004,10,inst276
session3430,m,200,FA2004,12,inst276
session3431,N,300,FA2004,11,inst133
session3432,N,400,FA2004,16,inst278
session3434,O,100,FA2004,15,inst299
session3435,O,100,FA2004,15,inst299
session3436,O,100,FA2004,23,inst300
session3437,O,100,FA2004,19,inst302
session3439,O,200,FA2004,22,inst310
session3440,O,200,FA2004,22,inst310
session3441,O,200,FA2004,15,inst291
session3442,O,200,FA2004,22,inst305
session3443,O,200,FA2004,17,inst300
session3444,O,300,FA2004,20,inst304
session3445,O,300,FA2004,13,inst313
session3446,O,300,FA2004,19,inst302
session3447,O,300,FA2004,10,inst314
session3448,O,300,FA2004,12,inst315
session3449,O,300,FA2004,21,inst303
session3450,O,300,FA2004,17,inst300
session3452,O,400,FA2004,12,inst305
session3453,O,400,FA2004,12,inst288
session3454,X,200,FA2004,14,inst320
session3458,Q,400,FA2004,11,inst324
session3459,Q,400,FA2004,21,inst321
session3460,R,100,FA2004,37,inst330
session3461,R,100,FA2004,82,inst332
session3464,R,200,FA2004,43,inst334
session3465,R,200,FA2004,16,inst335
session3466,R,300,FA2004,13,inst333
session3467,S,100,FA2004,49,inst339
session3468,S,300,FA2004,10,inst341
session3469,T,100,FA2004,13,inst344
session3470,T,300,FA2004,14,inst346
session3471,T,300,FA2004,12,inst344
session3472,W,100,FA2004,21,inst370
session3473,W,100,FA2004,27,inst371
session3476,W,200,FA2004,19,inst371
session3477,W,200,FA2004,26,inst354
session3478,W,300,FA2004,23,inst354
session3479,W,300,FA2004,23,inst375
session3480,W,300,FA2004,23,inst370
session3481,W,300,FA2004,26,inst369
session3483,X,100,FA2004,18,inst388
session3484,X,200,FA2004,18,inst389
session3485,X,200,FA2004,17,inst388
session3486,X,400,FA2004,12,inst315
session3487,Y,300,FA2004,19,inst394
session3488,Y,400,FA2004,10,inst393
session3489,M,100,FA2004,38,inst129
session3489,d,100,FA2004,46,inst129
session3491,d,100,FA2004,27,inst411
session3492,d,100,FA2004,30,inst129
session3495,d,200,FA2004,30,inst411
session3496,d,200,FA2004,26,inst409
session3497,d,300,FA2004,25,inst408
session3498,d,300,FA2004,22,inst415
session3499,d,300,FA2004,10,inst243
session3500,d,300,FA2004,17,inst418
session3502,K,100,FA2004,19,inst237
session3503,K,400,FA2004,22,inst238
session3506,i,100,FA2004,19,inst400
session3508,i,100,FA2004,19,inst437
session3509,P,200,FA2004,10,inst319
session3510,i,200,FA2004,17,inst400
session3511,i,300,FA2004,23,inst437
session3512,i,400,FA2004,13,inst423
session3513,k,100,FA2004,25,inst460
session3514,k,100,FA2004,25,inst463
session3515,k,100,FA2004,18,inst440
session3517,k,200,FA2004,26,inst471
session3518,k,200,FA2004,23,inst230
session3519,k,200,FA2004,20,inst399
session3520,k,300,FA2004,16,inst463
session3521,k,300,FA2004,12,inst472
session3524,g,100,FA2004,21,inst436
session3524,m,100,FA2004,37,inst436
session3526,m,200,FA2004,22,inst404
session3527,m,200,FA2004,16,inst491
session3528,m,200,FA2004,16,inst493
session3529,m,300,FA2004,18,inst492
session3530,m,300,FA2004,25,inst490
session3531,m,300,FA2004,10,inst476
session3532,m,400,FA2004,16,inst480
session3533,m,400,FA2004,13,inst436
session3534,n,100,FA2004,19,inst497
session3535,n,100,FA2004,24,inst499
session3536,n,100,FA2004,34,inst170
session3537,n,100,FA2004,12,inst497
session3538,n,200,FA2004,11,inst503
session3539,n,300,FA2004,18,inst170
session3540,o,100,FA2004,13,inst390
session3541,o,200,FA2004,10,inst352
session3542,o,300,FA2004,20,inst390
