sid,grade,sessionID
S31497,A-,session2206
S31497,B,session2268
S31497,A-,session2311
S31497,B-,session2654
S31497,B,session2721
S31497,B+,session2820
S31497,A,session2829
S31497,B-,session2912
S31497,B,session2913
S31497,B+,session3021
S31497,B+,session3046
S31497,B+,session3046
S31500,B,session2148
S31500,B+,session2296
S31500,A,session2563
S31500,C+,session2592
S31500,B+,session2696
S31500,B+,session2778
S31500,A-,session2894
S31500,A-,session2895
S31500,A-,session2897
S31500,A-,session2897
S31500,A,session2932
S31500,A,session3497
S31500,A-,session3570
S31503,B+,session1953
S31503,A,session2007
S31503,B-,session2063
S31503,B+,session2213
S31503,B+,session2430
S31503,A-,session2541
S31503,B+,session2604
S31503,A-,session2670
S31503,B+,session2757
S31503,A-,session2875
S31503,B+,session3382
S31503,A-,session3485
S31503,A-,session3625
S31506,A-,session2033
S31506,A,session2169
S31506,A-,session2394
S31506,A-,session2406
S31506,A,session2824
S31506,A,session2824
S31506,A,session2826
S31506,A-,session2843
S31506,A-,session2846
S31506,S,session2916
S31506,A,session3316
S31506,A-,session3385
S31506,A-,session3432
S31506,A-,session3524
S31509,B+,session1959
S31509,A-,session2213
S31509,A,session2308
S31509,C+,session2344
S31509,S,session2493
S31509,A-,session2562
S31509,A,session2585
S31509,A,session2737
S31509,S,session2764
S31509,A,session2851
S31509,B+,session2928
S31509,B+,session3036
S31509,A,session3443
S31512,NC,session2145
S31512,B-,session2150
S31512,A-,session2193
S31512,B,session2338
S31512,B-,session2572
S31512,S,session2686
S31512,C-,session2951
S31512,B-,session2990
S31512,S,session3024
S31512,B+,session3196
S31512,S,session3266
S31512,D,session3367
S31512,B-,session3528
S31512,A-,session3632
S31512,S,session3741
S31515,B+,session1998
S31515,A,session2205
S31515,A,session2270
S31515,B+,session2440
S31515,A,session2449
S31515,S,session2465
S31515,A-,session2748
S31515,A,session2846
S31515,A-,session3233
S31515,S,session3271
S31515,B,session3596
S31515,B+,session3689
S31515,A-,session3801
S31518,A,session2135
S31518,A-,session2218
S31518,A,session2279
S31518,A,session2431
S31518,A,session2727
S31518,A,session2759
S31518,AU,session2901
S31518,A,session2995
S31518,A,session3081
S31518,A,session3247
S31518,A,session3297
S31518,A,session3535
S31518,A,session3706
S31518,A,session3707
S31518,A,session3726
S31521,A-,session2034
S31521,A-,session2178
S31521,A-,session2260
S31521,A-,session2329
S31521,A,session2378
S31521,A-,session2427
S31521,B+,session2604
S31521,A-,session2812
S31521,A-,session3163
S31521,A,session3540
S31521,B,session3712
S31521,S,session3725
S31524,B+,session2030
S31524,B+,session2087
S31524,A,session2198
S31524,A-,session2243
S31524,A-,session2398
S31524,B,session2592
S31524,B,session2716
S31524,A-,session2827
S31524,B+,session3052
S31524,B,session3115
S31524,B+,session3198
S31524,S,session3384
S31524,A,session3468
S31527,B,session2039
S31527,B,session2117
S31527,A-,session2272
S31527,A,session2289
S31527,A-,session2361
S31527,A-,session2546
S31527,A-,session2757
S31527,A-,session2990
S31527,A-,session3007
S31527,S,session3395
S31527,A,session3529
S31527,S,session3629
S31527,S,session3629
S31527,A,session3758
S31530,B+,session2002
S31530,A,session2149
S31530,A,session2151
S31530,A,session2234
S31530,A-,session2276
S31530,A,session2497
S31530,B,session2518
S31530,A,session2594
S31530,A,session2629
S31530,A,session2838
S31530,A-,session2945
S31530,S,session3489
S31530,A,session3716
S31533,D+,session1962
S31533,C,session2098
S31533,B+,session2206
S31533,C,session2334
S31533,B,session2401
S31533,B,session2554
S31533,C+,session2662
S31533,C,session2716
S31533,C+,session2782
S31533,B-,session2812
S31533,B+,session3020
S31533,A,session3192
S31533,B-,session3404
S31536,B+,session2088
S31536,B+,session2192
S31536,A-,session2519
S31536,B+,session2671
S31536,B-,session2749
S31536,A-,session2820
S31536,A,session2863
S31536,B,session3043
S31536,A-,session3046
S31536,A-,session3046
S31536,A-,session3479
S31536,B+,session3784
S31536,B+,session3814
S31539,B+,session2030
S31539,A,session2076
S31539,A,session2352
S31539,A-,session2527
S31539,A-,session2670
S31539,B,session2787
S31539,B+,session2927
S31539,B+,session3011
S31539,C,session3331
S31539,A,session3447
S31539,S,session3458
S31539,B,session3655
S31542,B+,session1969
S31542,A,session2156
S31542,B+,session2231
S31542,A,session2279
S31542,A-,session2373
S31542,B,session2389
S31542,B,session2764
S31542,S,session2999
S31542,S,session3050
S31542,C-,session3109
S31542,B,session3543
S31542,S,session3726
S31545,A-,session1957
S31545,B+,session2056
S31545,A,session2188
S31545,B,session2497
S31545,B+,session2660
S31545,B,session2708
S31545,A-,session2836
S31545,B+,session3002
S31545,A-,session3219
S31545,A-,session3326
S31545,A-,session3336
S31545,A,session3348
S31545,A-,session3512
S31545,A-,session3682
S31545,AU,session3709
S31548,B,session2126
S31548,B,session2179
S31548,A-,session2380
S31548,A,session2466
S31548,S,session2743
S31548,A-,session2759
S31548,A-,session2874
S31548,A,session3096
S31548,A,session3248
S31548,A,session3383
S31548,A,session3524
S31548,B+,session3531
S31548,A-,session3705
S31548,A,session3707
S31548,A-,session3763
S31551,A,session2006
S31551,A-,session2095
S31551,A-,session2183
S31551,A,session2191
S31551,A,session2706
S31551,A,session2759
S31551,A-,session2833
S31551,B,session2883
S31551,A-,session3034
S31551,A,session3080
S31551,S,session3468
S31551,A,session3533
S31551,S,session3725
S31551,A-,session3827
S31554,A-,session1998
S31554,B+,session2104
S31554,A-,session2421
S31554,B+,session2426
S31554,B+,session2440
S31554,B-,session2451
S31554,S,session2465
S31554,A,session3237
S31554,A-,session3395
S31554,A,session3689
S31554,A-,session3783
S31554,A,session3792
S31557,B+,session2068
S31557,B,session2131
S31557,B+,session2242
S31557,A,session2254
S31557,B,session2543
S31557,S,session2646
S31557,A-,session2708
S31557,B,session2834
S31557,B+,session3007
S31557,B,session3387
S31557,A-,session3508
S31557,A,session3545
S31557,A,session3698
S31560,A-,session2010
S31560,A-,session2112
S31560,B+,session2148
S31560,A-,session2216
S31560,A,session2500
S31560,A,session2825
S31560,A-,session2849
S31560,B+,session2950
S31560,A-,session3034
S31560,A,session3348
S31560,A,session3534
S31560,A-,session3653
S31560,A-,session3690
S31560,A,session3794
S31560,S,session3800
S31563,B,session2031
S31563,C+,session2217
S31563,C+,session2279
S31563,B+,session2305
S31563,A-,session2506
S31563,S,session2558
S31563,A,session2909
S31563,B+,session2985
S31563,S,session3135
S31563,B+,session3202
S31563,A-,session3812
S31566,A,session1975
S31566,B,session2062
S31566,A,session2106
S31566,A,session2268
S31566,A-,session2306
S31566,S,session2335
S31566,A,session2510
S31566,A,session2572
S31566,A-,session2575
S31566,A,session2596
S31566,A-,session2776
S31566,A,session2895
S31566,A,session2897
S31566,A,session3593
S31566,A-,session3631
S31566,A,session3699
S31566,A-,session3801
S31569,B,session2039
S31569,B-,session2314
S31569,B-,session2426
S31569,B+,session3185
S31569,C+,session3223
S31569,C+,session3360
S31569,B+,session3445
S31569,A-,session3592
S31569,B+,session3821
S31569,B+,session3821
S31572,B,session2065
S31572,B-,session2142
S31572,A-,session2160
S31572,A-,session2204
S31572,B+,session2427
S31572,B,session2525
S31572,B+,session2619
S31572,B,session2769
S31572,B,session3331
S31572,B+,session3553
S31572,A,session3717
S31575,B,session1970
S31575,B+,session2028
S31575,A,session2205
S31575,A,session2680
S31575,A,session2805
S31575,S,session3185
S31575,B+,session3336
S31575,A,session3711
S31575,B+,session3784
S31578,A-,session2052
S31578,B-,session2080
S31578,A-,session2261
S31578,B,session2285
S31578,B-,session2352
S31578,B,session2406
S31578,A-,session2428
S31578,B+,session2499
S31578,A-,session2633
S31578,S,session2740
S31578,S,session3031
S31578,B+,session3082
S31581,A,session2255
S31581,B+,session2297
S31581,B+,session2364
S31581,B-,session2512
S31581,B,session2534
S31581,B-,session2717
S31581,S,session2743
S31581,A-,session2794
S31581,C+,session3093
S31581,B,session3279
S31581,B+,session3657
S31584,A-,session2015
S31584,A,session2137
S31584,A-,session2174
S31584,B,session2319
S31584,A-,session2532
S31584,A,session2569
S31584,B-,session2885
S31584,A,session2891
S31584,C,session2892
S31584,A-,session2934
S31584,B,session3062
S31584,A,session3409
S31584,S,session3561
S31584,B,session3618
S31587,B-,session2029
S31587,C+,session2149
S31587,A-,session2193
S31587,C+,session2454
S31587,B-,session2497
S31587,B+,session2659
S31587,B-,session2684
S31587,B+,session2919
S31587,B-,session3191
S31587,C,session3286
S31587,NC,session3659
S31587,C-,session3722
S31587,C+,session3724
S31590,A-,session2100
S31590,S,session2147
S31590,A-,session2199
S31590,A-,session2237
S31590,A,session2402
S31590,B+,session2481
S31590,A-,session2508
S31590,C+,session2644
S31590,S,session2960
S31590,A-,session3238
S31590,A-,session3311
S31590,S,session3358
S31590,A-,session3428
S31593,S,session2003
S31593,B,session2401
S31593,B+,session2796
S31593,A-,session2798
S31593,B,session3004
S31593,A-,session3264
S31593,B+,session3395
S31593,B+,session3542
S31593,B+,session3713
S31596,B,session2040
S31596,B+,session2107
S31596,B,session2359
S31596,B+,session2387
S31596,A-,session2604
S31596,B+,session2812
S31596,A-,session2874
S31596,B-,session2933
S31596,B+,session3380
S31596,A,session3553
S31596,B-,session3627
S31596,B+,session3779
S31599,A-,session1959
S31599,A-,session2175
S31599,A-,session2260
S31599,A-,session2308
S31599,B+,session2433
S31599,A,session2609
S31599,A-,session2626
S31599,A,session2664
S31599,A,session2827
S31599,A,session2935
S31599,A,session3174
S31599,A,session3225
S31599,S,session3350
S31599,A,session3468
S31602,B+,session2037
S31602,A-,session2273
S31602,B+,session2479
S31602,B+,session2514
S31602,A-,session2607
S31602,A,session2628
S31602,A,session3118
S31602,A-,session3119
S31602,A-,session3254
S31602,A-,session3400
S31602,A,session3410
S31602,S,session3607
S31602,A-,session3618
S31602,A,session3619
S31602,A,session3663
S31605,B,session2091
S31605,A,session2120
S31605,A,session2360
S31605,A,session2423
S31605,A,session2520
S31605,A,session2942
S31605,S,session3071
S31605,A,session3376
S31605,A-,session3536
S31605,AU,session3683
S31605,AU,session3716
S31608,B+,session1966
S31608,A-,session2005
S31608,A,session2130
S31608,C,session2392
S31608,S,session2511
S31608,B+,session2543
S31608,B,session2623
S31608,A-,session2713
S31608,A,session2868
S31608,S,session2935
S31608,B+,session2970
S31608,S,session3125
S31608,A-,session3205
S31608,A-,session3430
S31608,B+,session3643
S31608,S,session3731
S31608,A-,session3769
S31611,A,session1952
S31611,A,session1962
S31611,A-,session2007
S31611,A,session2560
S31611,A-,session2591
S31611,A,session2669
S31611,B+,session2701
S31611,A,session2776
S31611,B+,session2970
S31611,B+,session3154
S31611,A,session3205
S31611,A-,session3447
S31611,A,session3480
S31611,A-,session3639
S31614,A,session2145
S31614,A-,session2292
S31614,A-,session2473
S31614,A-,session2546
S31614,A-,session2703
S31614,A-,session2798
S31614,B-,session2871
S31614,A-,session2976
S31614,B-,session3119
S31614,A-,session3214
S31614,S,session3477
S31614,A,session3643
S31614,A,session3643
S31614,B+,session3644
S31614,A,session3749
S31617,B,session2319
S31617,A-,session2461
S31617,C+,session2532
S31617,A,session2546
S31617,A,session2609
S31617,S,session2686
S31617,A,session2693
S31617,A,session3057
S31617,A,session3057
S31617,A-,session3328
S31617,A-,session3329
S31617,S,session3403
S31617,A,session3609
S31617,S,session3710
S31617,A,session3718
S31617,A,session3810
S31620,A,session1967
S31620,A,session2044
S31620,A,session2132
S31620,B+,session2539
S31620,AU,session3042
S31620,B+,session3076
S31620,A,session3110
S31620,A-,session3117
S31620,A-,session3243
S31620,A-,session3243
S31620,A,session3396
S31620,A-,session3400
S31620,A-,session3400
S31620,A-,session3707
S31620,A-,session3754
S31623,B+,session1965
S31623,B+,session1995
S31623,B+,session2185
S31623,A-,session2242
S31623,A-,session2490
S31623,A-,session2561
S31623,S,session2764
S31623,A-,session2869
S31623,A-,session3063
S31623,A-,session3441
S31623,A,session3535
S31623,A-,session3565
S31626,A,session2047
S31626,A,session2155
S31626,A,session2156
S31626,A,session2279
S31626,A,session2320
S31626,B,session2532
S31626,A,session2566
S31626,A-,session2798
S31626,A,session2872
S31626,A-,session2885
S31626,AU,session3058
S31626,S,session3371
S31626,A,session3610
S31629,D,session1967
S31629,B+,session2121
S31629,B,session2205
S31629,B+,session2255
S31629,S,session2267
S31629,S,session2416
S31629,B+,session2708
S31629,A-,session2807
S31629,A-,session2823
S31629,A-,session3151
S31629,A-,session3449
S31629,B+,session3595
S31629,A-,session3688
S31632,A,session2029
S31632,A-,session2095
S31632,A-,session2250
S31632,A-,session2584
S31632,A-,session2585
S31632,B,session2754
S31632,B-,session2787
S31632,A,session3076
S31632,A,session3449
S31632,A,session3819
S31635,A-,session2087
S31635,A-,session2157
S31635,A-,session2191
S31635,S,session2269
S31635,B+,session2305
S31635,B,session2464
S31635,A-,session2566
S31635,B+,session2775
S31635,B+,session2797
S31635,A-,session2798
S31635,B,session3453
S31638,B,session2077
S31638,A,session2179
S31638,B+,session2459
S31638,A,session2764
S31638,A,session2841
S31638,A,session2867
S31638,A-,session2904
S31638,A-,session2928
S31638,A-,session3154
S31638,A-,session3156
S31638,A-,session3159
S31638,A-,session3257
S31638,A,session3387
S31638,A,session3444
S31638,A,session3563
S31641,A,session2244
S31641,B+,session2320
S31641,A-,session2344
S31641,A-,session2395
S31641,B,session2534
S31641,A-,session2673
S31641,A-,session2682
S31641,A-,session3075
S31641,A-,session3291
S31641,A-,session3292
S31641,A-,session3821
S31644,C,session2117
S31644,B,session2168
S31644,B-,session2178
S31644,A-,session2269
S31644,A-,session2466
S31644,B+,session2549
S31644,A,session2832
S31644,B+,session2999
S31644,B-,session3080
S31644,B-,session3081
S31644,B,session3085
S31644,B+,session3333
S31644,B,session3349
S31644,B,session3439
S31644,A-,session3532
S31644,B+,session3710
S31644,B+,session3781
S31647,B,session2064
S31647,B-,session2206
S31647,A-,session2212
S31647,A,session2215
S31647,A,session2294
S31647,A-,session2592
S31647,B+,session2804
S31647,A,session2839
S31647,B+,session2849
S31647,A-,session2921
S31647,A,session3449
S31647,S,session3822
S31650,A-,session1960
S31650,C+,session2141
S31650,B+,session2226
S31650,B-,session2359
S31650,A,session2384
S31650,B+,session2386
S31650,A,session2533
S31650,B+,session2549
S31650,A-,session2567
S31650,A,session2995
S31650,B,session3526
S31650,A-,session3532
S31650,A-,session3586
S31650,S,session3587
S31653,B,session2095
S31653,A,session2160
S31653,A-,session2179
S31653,A-,session2261
S31653,A-,session2295
S31653,A,session2463
S31653,A-,session2815
S31653,S,session2916
S31653,A-,session2927
S31653,S,session3031
S31653,A-,session3442
S31653,B+,session3446
S31653,A-,session3816
S31653,A-,session3817
S31656,A-,session2005
S31656,B+,session2054
S31656,A,session2095
S31656,B,session2173
S31656,A,session2192
S31656,A,session2434
S31656,B+,session2514
S31656,A-,session2861
S31656,S,session3017
S31656,A,session3118
S31656,S,session3177
S31656,B+,session3400
S31656,B+,session3400
S31656,A,session3409
S31656,A,session3619
S31656,A,session3624
S31659,C,session1960
S31659,B-,session2029
S31659,B+,session2144
S31659,B-,session2244
S31659,B+,session2251
S31659,B-,session2398
S31659,B,session2624
S31659,B-,session3166
S31659,A-,session3384
S31659,B+,session3465
S31659,B+,session3477
S31659,B+,session3807
S31659,A-,session3814
S31662,C,session1977
S31662,C-,session2000
S31662,B+,session2115
S31662,B-,session2148
S31662,B,session2201
S31662,C+,session2235
S31662,C,session2444
S31662,B,session2500
S31662,D-,session2795
S31662,S,session2956
S31662,C,session3139
S31662,B-,session3141
S31662,C,session3313
S31662,B+,session3555
S31662,B,session3743
S31665,B,session2046
S31665,C+,session2126
S31665,B+,session2374
S31665,A-,session2388
S31665,C,session2412
S31665,A-,session2688
S31665,S,session2743
S31665,B,session3099
S31665,A,session3137
S31665,A,session3241
S31665,C,session3313
S31665,B,session3426
S31665,B,session3584
S31665,B+,session3645
S31665,A-,session3806
S31668,A-,session1985
S31668,A-,session1998
S31668,A,session2136
S31668,A-,session2225
S31668,B+,session2399
S31668,A-,session2565
S31668,B+,session2786
S31668,A,session2904
S31668,A,session2905
S31668,A,session3063
S31668,A-,session3458
S31668,A-,session3792
S31671,A,session1988
S31671,A-,session1996
S31671,B+,session2077
S31671,C+,session2082
S31671,C+,session2131
S31671,B-,session2206
S31671,B+,session2213
S31671,B+,session2374
S31671,S,session2723
S31671,S,session2811
S31671,A-,session2917
S31671,S,session3189
S31671,A-,session3435
S31674,B+,session2061
S31674,A,session2093
S31674,A-,session2115
S31674,A-,session2163
S31674,B-,session2248
S31674,A-,session2265
S31674,B+,session2430
S31674,B,session2571
S31674,A-,session2777
S31674,A-,session2864
S31677,A,session2204
S31677,A,session2277
S31677,A,session2339
S31677,A,session2424
S31677,S,session2502
S31677,S,session2511
S31677,A,session2676
S31677,A,session2751
S31677,A,session3179
S31677,A-,session3180
S31677,A,session3375
S31677,A,session3377
S31680,A-,session2102
S31680,A,session2137
S31680,B,session2233
S31680,B+,session2339
S31680,S,session2411
S31680,S,session2956
S31680,A,session3303
S31680,A,session3308
S31680,A,session3318
S31680,B,session3518
S31680,A-,session3521
S31680,B+,session3653
S31680,B+,session3685
S31680,B+,session3783
S31683,A-,session2145
S31683,B+,session2205
S31683,B-,session2225
S31683,A,session2567
S31683,B,session2642
S31683,A-,session2643
S31683,B+,session2755
S31683,A-,session2756
S31683,B-,session3142
S31683,A-,session3298
S31683,A-,session3386
S31683,A-,session3674
S31686,B+,session1958
S31686,A-,session2142
S31686,B,session2259
S31686,B+,session2380
S31686,S,session2417
S31686,B-,session2747
S31686,A,session2792
S31686,B+,session2860
S31686,A-,session3064
S31686,B,session3067
S31686,A-,session3729
S31689,B+,session1964
S31689,A,session2077
S31689,A,session2245
S31689,B-,session2431
S31689,B,session2433
S31689,B,session2691
S31689,A,session2766
S31689,B,session2861
S31689,C+,session2892
S31689,A,session3053
S31689,A,session3118
S31689,B-,session3400
S31689,B-,session3400
S31689,B+,session3410
S31689,S,session3613
S31689,B,session3677
S31692,B,session1970
S31692,B+,session2156
S31692,C,session2279
S31692,B-,session2695
S31692,A-,session2798
S31692,B+,session2897
S31692,B+,session2897
S31692,C+,session2971
S31692,B+,session2973
S31692,A-,session3124
S31692,C+,session3206
S31692,B,session3639
S31692,A,session3643
S31695,A,session2140
S31695,A,session2158
S31695,A-,session2225
S31695,B+,session2263
S31695,A-,session2389
S31695,A,session2536
S31695,A,session2567
S31695,A-,session3142
S31695,A,session3476
S31695,A,session3762
S31698,C,session2015
S31698,B,session2062
S31698,A-,session2361
S31698,A-,session2462
S31698,A-,session2492
S31698,A,session2538
S31698,B,session2667
S31698,B,session3123
S31698,A-,session3157
S31698,A-,session3346
S31698,B+,session3710
S31698,B+,session3762
S31698,B+,session3812
S31701,B+,session1958
S31701,C-,session2235
S31701,A,session2242
S31701,B+,session2297
S31701,A-,session2374
S31701,A-,session2391
S31701,B-,session2399
S31701,A,session2821
S31701,B,session2871
S31701,B-,session2897
S31701,B-,session2897
S31701,B,session2935
S31701,B,session3047
S31701,B,session3169
S31701,B+,session3696
S31701,B,session3782
S31704,A-,session1952
S31704,A-,session1993
S31704,A-,session2080
S31704,A-,session2081
S31704,A-,session2195
S31704,A-,session2318
S31704,A,session2386
S31704,S,session2560
S31704,A-,session3730
S31707,B,session2061
S31707,B+,session2101
S31707,B,session2160
S31707,B+,session2168
S31707,A-,session2218
S31707,B+,session2387
S31707,B+,session2522
S31707,A-,session2590
S31707,B,session2623
S31707,B+,session2726
S31707,B+,session2904
S31707,A-,session2999
S31707,A-,session3760
S31710,C+,session2136
S31710,A-,session2191
S31710,A-,session2204
S31710,B+,session2315
S31710,B,session2380
S31710,A-,session2384
S31710,A-,session2419
S31710,A-,session2820
S31710,A-,session2945
S31710,B-,session3037
S31710,A-,session3083
S31710,A-,session3509
S31710,S,session3562
S31713,S,session1955
S31713,A-,session2174
S31713,B,session2320
S31713,A,session2360
S31713,A,session2434
S31713,S,session2560
S31713,B,session2960
S31713,B+,session2966
S31713,S,session3113
S31713,B,session3280
S31713,A-,session3281
S31713,A-,session3363
S31713,A,session3389
S31713,B+,session3595
S31716,A-,session1998
S31716,A,session2145
S31716,A-,session2148
S31716,A,session2360
S31716,A,session2657
S31716,A-,session2729
S31716,A,session2997
S31716,A,session3471
S31716,A-,session3484
S31716,A-,session3670
S31719,S,session1951
S31719,C,session2067
S31719,A-,session2156
S31719,B-,session2211
S31719,B-,session2636
S31719,B,session2825
S31719,C-,session2899
S31719,B+,session2902
S31719,B+,session2999
S31719,B+,session3126
S31719,B+,session3129
S31719,B+,session3196
S31719,C+,session3384
S31719,A,session3769
S31722,B,session2077
S31722,A-,session2115
S31722,B+,session2193
S31722,A-,session2266
S31722,A-,session2872
S31722,A-,session2999
S31722,A-,session3008
S31722,B+,session3009
S31722,B+,session3187
S31722,A,session3193
S31722,B+,session3391
S31722,A,session3478
S31722,A,session3557
S31722,A,session3609
S31725,A-,session2052
S31725,B+,session2115
S31725,A-,session2140
S31725,B+,session2318
S31725,A-,session2505
S31725,B+,session2580
S31725,A-,session2828
S31725,A,session3073
S31725,A-,session3284
S31725,A-,session3331
S31725,S,session3413
S31725,B+,session3452
S31728,B+,session1996
S31728,A,session2294
S31728,B+,session2330
S31728,A-,session2592
S31728,S,session2646
S31728,A-,session2657
S31728,A-,session2788
S31728,A,session2983
S31728,B+,session3310
S31728,S,session3395
S31728,A-,session3448
S31728,A-,session3473
S31728,A-,session3670
S31731,B,session1984
S31731,A-,session2206
S31731,B,session2342
S31731,S,session2511
S31731,B,session2601
S31731,B,session2845
S31731,B+,session2849
S31731,B,session3046
S31731,B+,session3077
S31731,A-,session3235
S31731,B+,session3305
S31731,B+,session3307
S31731,S,session3601
S31731,B,session3670
S31734,B,session2015
S31734,B,session2238
S31734,A,session2367
S31734,A,session2380
S31734,A,session2390
S31734,A,session2436
S31734,B-,session2654
S31734,A,session2693
S31734,B-,session2912
S31734,A,session2979
S31734,S,session3299
S31734,A-,session3506
S31734,B+,session3768
S31737,A-,session2095
S31737,A,session2125
S31737,A,session2199
S31737,A,session2277
S31737,A,session2408
S31737,A-,session2451
S31737,A-,session2745
S31737,A,session3041
S31737,A-,session3276
S31737,B-,session3596
S31740,B-,session2018
S31740,B+,session2115
S31740,A,session2360
S31740,A-,session2415
S31740,B,session2472
S31740,B-,session2532
S31740,B,session2610
S31740,B-,session2628
S31740,C+,session2696
S31740,B+,session3226
S31740,A,session3296
S31740,A-,session3330
S31740,B,session3400
S31740,B,session3400
S31740,B,session3410
S31740,S,session3559
S31740,A-,session3695
S31743,B+,session1992
S31743,B+,session2054
S31743,A-,session2558
S31743,A,session2594
S31743,A-,session2634
S31743,A-,session2660
S31743,A-,session2784
S31743,A-,session3260
S31743,A-,session3349
S31743,B+,session3485
S31743,B+,session3514
S31746,A-,session2476
S31746,B+,session2496
S31746,A,session2549
S31746,A-,session2882
S31746,S,session3014
S31746,A,session3081
S31746,A,session3329
S31746,A,session3439
S31746,A,session3440
S31746,A,session3662
S31749,A,session1977
S31749,A-,session2061
S31749,A,session2083
S31749,B,session2159
S31749,A-,session2219
S31749,S,session2455
S31749,B+,session2501
S31749,S,session2684
S31749,B+,session2825
S31749,B+,session3238
S31749,A-,session3261
S31749,B,session3464
S31752,A-,session1957
S31752,B+,session2149
S31752,A-,session2205
S31752,B+,session2292
S31752,B+,session2305
S31752,S,session2511
S31752,A-,session2562
S31752,B,session2636
S31752,A-,session2773
S31752,B+,session2774
S31752,B,session2926
S31752,B+,session2930
S31752,B+,session3063
S31752,A-,session3477
S31755,B,session2006
S31755,A-,session2029
S31755,C,session2135
S31755,A-,session2391
S31755,B+,session2448
S31755,B+,session2448
S31755,B,session2496
S31755,B+,session2787
S31755,A-,session2935
S31755,A-,session3627
S31755,A-,session3725
S31758,B+,session2077
S31758,A,session2117
S31758,A-,session2182
S31758,A,session2271
S31758,A-,session2359
S31758,B+,session2663
S31758,S,session2686
S31758,B-,session2694
S31758,B+,session2776
S31758,A,session2861
S31758,C+,session2888
S31758,B,session3468
S31761,B+,session1955
S31761,B+,session2305
S31761,A-,session2576
S31761,B,session2646
S31761,S,session2822
S31761,B,session2925
S31761,B+,session2928
S31761,B+,session3063
S31761,A-,session3387
S31761,B+,session3389
S31761,B+,session3459
S31761,A-,session3563
S31761,B+,session3817
S31764,B+,session2000
S31764,A,session2076
S31764,A,session2106
S31764,A,session2158
S31764,A-,session2204
S31764,C+,session2476
S31764,B+,session2490
S31764,C,session2644
S31764,A,session2805
S31764,B+,session2998
S31764,A-,session2999
S31764,S,session3060
S31764,A,session3349
S31764,B-,session3421
S31767,A-,session1959
S31767,B,session2068
S31767,B+,session2081
S31767,A,session2182
S31767,B+,session2255
S31767,B,session2852
S31767,A-,session2919
S31767,A-,session3011
S31767,B+,session3063
S31767,A,session3593
S31767,B+,session3623
S31770,B+,session2056
S31770,A-,session2076
S31770,A,session2192
S31770,S,session2411
S31770,A-,session2463
S31770,A,session2548
S31770,S,session2686
S31770,A,session2990
S31770,A-,session3007
S31770,A,session3246
S31770,A,session3531
S31770,A,session3563
S31770,B,session3672
S31770,A,session3707
S31770,A,session3716
S31773,A-,session2032
S31773,B,session2091
S31773,B,session2582
S31773,B+,session2584
S31773,B+,session2585
S31773,C+,session2646
S31773,B,session2775
S31773,B,session2930
S31773,A-,session3020
S31773,A-,session3158
S31773,A-,session3231
S31773,B+,session3452
S31773,B+,session3517
S31773,A-,session3599
S31773,A-,session3784
S31773,B,session3819
S31773,B+,session3826
S31776,C+,session1967
S31776,B+,session2193
S31776,B+,session2294
S31776,A,session2369
S31776,A-,session2373
S31776,A-,session2473
S31776,A,session2832
S31776,A-,session2975
S31776,B,session2976
S31776,A-,session3208
S31776,B,session3214
S31776,B,session3503
S31776,B-,session3644
S31776,A,session3749
S31779,B+,session2034
S31779,A,session2206
S31779,A-,session2269
S31779,B,session2294
S31779,B,session2419
S31779,B,session2488
S31779,A,session2520
S31779,B+,session2862
S31779,B+,session3320
S31779,B+,session3394
S31779,A,session3564
S31779,A-,session3565
S31782,A,session2007
S31782,A,session2022
S31782,A,session2146
S31782,B,session2237
S31782,B,session2339
S31782,B,session2443
S31782,B+,session2912
S31782,B,session3138
S31782,B+,session3235
S31782,B-,session3486
S31782,C,session3584
S31782,B-,session3609
S31782,S,session3726
S31785,B,session1977
S31785,A,session2096
S31785,A,session2211
S31785,A,session2235
S31785,A,session2369
S31785,B+,session2395
S31785,B+,session2868
S31785,A,session3140
S31785,A,session3209
S31785,A-,session3314
S31785,A-,session3323
S31785,A,session3429
S31785,A,session3639
S31785,A,session3643
S31785,A,session3643
S31788,B+,session1987
S31788,A-,session1998
S31788,B+,session2067
S31788,A-,session2107
S31788,A,session2225
S31788,A,session2789
S31788,A-,session3004
S31788,A,session3063
S31788,A-,session3395
S31788,B,session3596
S31788,B+,session3792
S31788,A-,session3801
S31791,D,session2135
S31791,B-,session2237
S31791,A-,session2386
S31791,S,session2491
S31791,A,session2512
S31791,A,session2813
S31791,B+,session3054
S31791,A-,session3055
S31791,A-,session3206
S31791,A,session3321
S31791,A-,session3432
S31791,A,session3500
S31791,B+,session3638
S31791,B-,session3643
S31791,B+,session3648
S31791,S,session3823
S31794,B,session2192
S31794,B,session2205
S31794,B,session2233
S31794,B,session2426
S31794,B,session2443
S31794,B,session2447
S31794,A-,session2541
S31794,A-,session2541
S31794,B,session2649
S31794,B-,session2788
S31794,A-,session3359
S31794,A,session3454
S31794,AU,session3555
S31794,B,session3792
S31797,C+,session2087
S31797,B,session2151
S31797,B+,session2191
S31797,B-,session2262
S31797,S,session2413
S31797,B-,session2688
S31797,B+,session2844
S31797,C,session2889
S31797,B+,session2918
S31797,B-,session2973
S31797,C,session3242
S31797,B,session3529
S31797,B,session3530
S31797,A-,session3706
S31797,B,session3710
S31797,B+,session3776
S31800,B+,session1996
